GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000166573	18	74962505	74980858	110	27	619545	2.9218	0.00174	GALR1
ENSG00000256463	18	76740275	76762677	82	28	597452	1.6302	0.051533	SALL3
ENSG00000166377	18	76829285	77138283	1530	41	602577	-0.19192	0.5761	ATP9B
ENSG00000131196	18	77155856	77289325	818	69	613134	0.8042	0.21064	NFATC1
ENSG00000269679	18	77275812	77276057	3	2	610563	-1.2139	0.8876	AC018445.1
ENSG00000060069	18	77439801	77514510	413	35	611430	4.753	1.0023e-06	CTDP1
ENSG00000178342	18	77623668	77660184	173	29	614681	3.7812	7.8043e-05	KCNG2
ENSG00000122490	18	77662420	77711664	174	37	612048	1.6041	0.054348	PQLC1
ENSG00000226742	18	77724561	77730822	26	9	617482	2.2806	0.011287	HSBP1L1
ENSG00000141759	18	77732867	77793949	223	29	613861	1.8345	0.033292	TXNL4A
ENSG00000267127	18	77794346	77854968	324	24	618215	1.5729	0.057869	RP11-795F19.5
ENSG00000101546	18	77794358	77806397	58	12	621625	1.4006	0.080665	RBFA
ENSG00000101544	18	77866915	77905406	169	22	619269	0.81074	0.20876	ADNP2
ENSG00000267270	18	77905807	77936315	131	24	616358	0.99236	0.16051	AC139100.2
ENSG00000178184	18	77915115	78005429	331	37	610828	0.93562	0.17473	PARD6G
ENSG00000141934	19	281040	291393	67	24	597073	2.7269	0.0031965	PPAP2C
ENSG00000105556	19	305575	344798	274	26	603509	0.49327	0.31091	MIER2
ENSG00000105549	19	361750	376013	139	49	605750	0.022964	0.49084	THEG
ENSG00000183186	19	405438	409139	29	14	608491	0.045913	0.48169	C2CD4C
ENSG00000129946	19	416583	460996	281	52	604931	-1.3887	0.91754	SHC2
ENSG00000181781	19	463346	474983	77	22	603102	-0.92547	0.82264	ODF3L2
ENSG00000099866	19	489176	505347	86	25	609981	1.479	0.06957	MADCAM1
ENSG00000141933	19	507299	519654	62	21	623038	0.93786	0.17416	TPGS1
ENSG00000099804	19	531714	542097	71	16	621026	0.094712	0.46227	CDC34
ENSG00000197540	19	544034	549919	47	14	622060	-0.23049	0.59114	GZMM
ENSG00000172270	19	571297	583493	100	18	614728	0.041975	0.48326	BSG
ENSG00000099822	19	589893	617159	189	57	612834	2.1421	0.016093	HCN2
ENSG00000099821	19	617223	633597	120	31	614050	1.054	0.14595	POLRMT
ENSG00000070388	19	639879	643703	26	10	604568	0.67177	0.25086	FGF22
ENSG00000070423	19	647526	663277	90	40	596737	-0.15113	0.56006	RNF126
ENSG00000070404	19	676392	683385	19	9	610826	1.0959	0.13656	FSTL3
ENSG00000185198	19	685521	695460	102	19	621010	0.07807	0.46889	PRSS57
ENSG00000099864	19	708953	748329	256	47	615585	-0.75866	0.77597	PALM
ENSG00000099812	19	751126	764319	78	30	606395	0.73534	0.23107	MISP
ENSG00000011304	19	797075	812327	95	30	602246	-1.2424	0.89295	PTBP1
ENSG00000129951	19	812518	821967	47	13	606801	0.26744	0.39456	LPPR3
ENSG00000172232	19	825097	832017	41	12	590433	0.1596	0.4366	AZU1
ENSG00000196415	19	840963	848175	36	14	619950	0.20669	0.41813	PRTN3
ENSG00000197561	19	851014	856242	15	10	581182	0.29517	0.38393	ELANE
ENSG00000197766	19	859453	863453	10	4	627092	0.6786	0.2487	CFD
ENSG00000175221	19	867962	893218	137	32	611623	0.95768	0.16911	MED16
ENSG00000198858	19	896503	913240	83	29	616202	-0.82189	0.79443	R3HDM4
ENSG00000116014	19	917287	921015	8	4	594712	0.41739	0.33819	KISS1R
ENSG00000116017	19	925781	975939	302	51	609827	-0.59406	0.72377	ARID3A
ENSG00000065268	19	983174	994569	87	14	606737	0.98533	0.16223	WDR18
ENSG00000269169	19	999601	999952	3	1	613770	0.9917	0.16067	AC004528.1
ENSG00000116032	19	1000418	1009731	87	20	621547	-0.20425	0.58092	GRIN3B
ENSG00000182087	19	1009647	1021117	99	21	624182	-0.99836	0.84095	TMEM259
ENSG00000064666	19	1026298	1039068	92	22	619669	-1.5566	0.94022	CNN2
ENSG00000064687	19	1040102	1065571	121	25	619281	-0.55676	0.71115	ABCA7
ENSG00000180448	19	1065922	1086627	95	24	620905	-0.60806	0.72843	HMHA1
ENSG00000099817	19	1086594	1095598	61	26	610851	2.1857	0.01442	POLR2E
ENSG00000167468	19	1103936	1106787	10	6	607313	1.4869	0.068519	GPX4
ENSG00000064932	19	1107636	1174282	321	43	612214	-1.2681	0.89762	SBNO2
ENSG00000118046	19	1189406	1228428	161	43	608278	1.8456	0.032477	STK11
ENSG00000099625	19	1228286	1238026	35	14	605983	0.15599	0.43802	C19orf26
ENSG00000099624	19	1241749	1244824	6	4	609352	-0.017689	0.50706	ATP5D
ENSG00000167470	19	1248552	1259142	39	16	606343	-0.50695	0.69391	MIDN
ENSG00000099622	19	1259384	1274879	59	25	597649	-1.2014	0.88521	CIRBP
ENSG00000228300	19	1275026	1279248	18	9	606715	-0.066241	0.52641	C19orf24
ENSG00000160953	19	1285890	1378430	440	102	606609	-0.4811	0.68478	MUM1
ENSG00000099617	19	1286153	1301430	50	15	611347	-0.68951	0.75475	EFNA2
ENSG00000115286	19	1383526	1395583	60	19	611525	-0.97368	0.83489	NDUFS7
ENSG00000130005	19	1397091	1401569	19	9	606230	0.091397	0.46359	GAMT
ENSG00000071626	19	1407568	1435719	82	28	602989	-1.0614	0.85574	DAZAP1
ENSG00000115268	19	1438358	1440583	6	4	577598	-0.30496	0.6198	RPS15
ENSG00000268798	19	1440838	1441937	2	1	599444	-0.37225	0.64515	AC027307.3
ENSG00000115266	19	1446300	1473243	104	29	608961	0.039627	0.4842	APC2
ENSG00000119559	19	1461142	1479555	61	20	599908	-0.094582	0.53768	C19orf25
ENSG00000115257	19	1481427	1490751	50	18	617360	-0.78566	0.78397	PCSK4
ENSG00000115255	19	1491165	1497926	41	10	611878	-1.236	0.89177	REEP6
ENSG00000185761	19	1505017	1513603	37	23	601863	1.9248	0.027127	ADAMTSL5
ENSG00000185988	19	1524073	1535455	65	15	614367	1.2428	0.10697	PLK5
ENSG00000181588	19	1554668	1568057	40	26	601520	-0.61641	0.73119	MEX3D
ENSG00000071655	19	1576639	1592882	56	20	605721	2.2771	0.011389	MBD3
ENSG00000267059	19	1578338	1605444	85	34	602773	1.9085	0.028161	UQCR11
ENSG00000127540	19	1597171	1605480	28	16	598176	1.8589	0.031519	UQCR11
ENSG00000071564	19	1609291	1652604	187	65	601427	-0.0079842	0.50319	TCF3
ENSG00000205922	19	1752372	1780987	143	47	598850	1.2568	0.10442	ONECUT3
ENSG00000130270	19	1782074	1812275	136	43	609232	1.2473	0.10614	ATP8B3
ENSG00000079313	19	1815248	1848452	147	36	602690	2.4484	0.0071745	REXO1
ENSG00000129911	19	1852399	1863567	42	12	606808	2.5631	0.0051869	KLF16
ENSG00000129968	19	1876809	1885546	22	5	615151	-0.87503	0.80922	ABHD17A
ENSG00000227500	19	1905213	1926016	124	32	610291	-0.71475	0.76262	SCAMP4
ENSG00000213638	19	1905377	1913444	53	14	615898	-1.0307	0.84865	ADAT3
ENSG00000133275	19	1941188	1981337	219	35	613201	-0.085468	0.53406	CSNK1G2
ENSG00000133243	19	1985447	2034880	281	58	613798	1.7275	0.042035	BTBD2
ENSG00000099875	19	2037470	2051243	68	27	608283	-0.24884	0.59826	MKNK2
ENSG00000172081	19	2071037	2096672	101	34	603344	1.2175	0.11171	MOB3A
ENSG00000099840	19	2096380	2099592	25	14	585630	-0.048022	0.51915	IZUMO4
ENSG00000065000	19	2100988	2164464	365	43	609439	1.8209	0.03431	AP3D1
ENSG00000104885	19	2164148	2232577	326	53	608326	1.9637	0.02478	DOT1L
ENSG00000104886	19	2230002	2237703	29	15	589444	0.35072	0.3629	PLEKHJ1
ENSG00000104897	19	2236520	2248678	70	24	603440	0.45179	0.32571	SF3A2
ENSG00000104899	19	2249308	2252072	16	9	596454	0.68882	0.24547	AMH
ENSG00000167476	19	2252251	2269758	86	24	611339	1.4284	0.07659	JSRP1
ENSG00000104904	19	2269485	2273487	23	8	611269	1.8354	0.033226	OAZ1
ENSG00000188305	19	2274631	2282181	37	11	615541	1.8919	0.029255	C19orf35
ENSG00000220008	19	2289774	2308156	81	26	614353	1.0539	0.14597	LINGO3
ENSG00000130332	19	2321516	2328619	41	13	613979	0.44572	0.3279	LSM7
ENSG00000178297	19	2389769	2426237	258	28	621723	0.91066	0.18124	TMPRSS9
ENSG00000099800	19	2425622	2427892	14	6	622558	0.26869	0.39408	TIMM13
ENSG00000176619	19	2427636	2456994	135	22	617275	-0.34911	0.6365	LMNB2
ENSG00000099860	19	2476120	2478257	7	4	615114	0.062431	0.47511	GADD45B
ENSG00000176533	19	2511217	2702707	1102	151	613278	2.7761	0.0027504	GNG7
ENSG00000176490	19	2714565	2721416	28	8	590447	-0.10047	0.54002	DIRAS1
ENSG00000267001	19	2717767	2740046	118	31	612444	-1.0214	0.84647	AC006538.4
ENSG00000141873	19	2732202	2740150	36	15	605518	-1.1294	0.87064	SLC39A3
ENSG00000104969	19	2754712	2783369	114	17	607473	-0.055452	0.52211	SGTA
ENSG00000172009	19	2785458	2813599	106	21	602508	-0.24104	0.59524	THOP1
ENSG00000172006	19	2819872	2835771	99	21	619705	-0.73728	0.76952	ZNF554
ENSG00000186300	19	2841433	2860482	75	17	615642	0.24052	0.40496	ZNF555
ENSG00000172000	19	2867333	2878515	66	26	613454	0.57562	0.28244	ZNF556
ENSG00000171970	19	2900896	2918474	118	18	617309	0.37939	0.3522	ZNF57
ENSG00000175691	19	2933216	2944969	69	28	610212	-0.78224	0.78296	ZNF77
ENSG00000104953	19	2977444	2995177	103	27	614971	2.2238	0.01308	TLE6
ENSG00000065717	19	2997636	3047633	285	62	614327	0.70069	0.24175	TLE2
ENSG00000104964	19	3052908	3063105	42	16	617833	-0.34047	0.63325	AES
ENSG00000088256	19	3094408	3124002	217	43	609943	-0.67235	0.74932	GNA11
ENSG00000060558	19	3136191	3163767	211	37	623970	-1.4191	0.92206	GNA15
ENSG00000125910	19	3172344	3180329	28	15	585597	1.573	0.05786	S1PR4
ENSG00000125912	19	3185561	3209573	135	19	616709	0.46833	0.31977	NCLN
ENSG00000161082	19	3224701	3297074	324	47	616923	1.9018	0.028597	CELF5
ENSG00000141905	19	3359561	3469215	542	88	610705	1.0004	0.15855	NFIC
ENSG00000095932	19	3474405	3480540	21	10	612508	-0.38457	0.64972	C19orf77
ENSG00000129932	19	3490819	3500938	31	9	618358	-1.3855	0.91705	DOHH
ENSG00000105325	19	3506271	3538328	117	28	597922	-0.58388	0.72035	FZR1
ENSG00000161091	19	3538259	3574288	190	60	596770	-1.2237	0.88947	MFSD12
ENSG00000183397	19	3539152	3544028	22	12	594327	-1.5232	0.93615	C19orf71
ENSG00000064961	19	3572775	3579086	14	8	600299	0.15242	0.43943	HMG20B
ENSG00000179855	19	3585551	3593539	38	14	627272	-0.30234	0.6188	GIPC3
ENSG00000006638	19	3594504	3606838	58	15	605210	1.1769	0.11961	TBXA2R
ENSG00000105298	19	3610639	3626813	109	20	605207	0.87616	0.19047	CACTIN
ENSG00000186111	19	3630181	3700477	302	48	607383	0.79394	0.21361	PIP5K1C
ENSG00000105289	19	3708107	3750811	227	56	613143	0.15897	0.43685	TJP3
ENSG00000011132	19	3750817	3761697	62	20	611006	0.97183	0.16557	APBA3
ENSG00000183617	19	3762662	3768573	22	8	618060	0.95359	0.17015	MRPL54
ENSG00000173976	19	3769087	3772233	15	6	620100	-0.1873	0.57429	RAX2
ENSG00000007264	19	3777971	3802127	90	31	624755	-0.57975	0.71896	MATK
ENSG00000105278	19	3804022	3869030	313	46	610408	0.19361	0.42324	ZFR2
ENSG00000167654	19	3879862	3928077	195	62	608782	0.54596	0.29255	ATCAY
ENSG00000077009	19	3933101	3942414	38	18	619516	0.21579	0.41458	NMRK2
ENSG00000167657	19	3958451	3971121	44	13	610986	-0.26121	0.60303	DAPK3
ENSG00000167658	19	3976054	3985467	45	18	608505	1.7508	0.039988	EEF2
ENSG00000105229	19	4007644	4039384	154	25	611850	2.1603	0.015374	PIAS4
ENSG00000205147	19	4041127	4043154	12	6	626410	2.5617	0.0052081	AC016586.1
ENSG00000178951	19	4044362	4066943	64	19	607373	0.29935	0.38233	ZBTB7A
ENSG00000126934	19	4090319	4124126	147	43	606731	1.5055	0.066103	MAP2K2
ENSG00000060566	19	4153598	4173051	84	25	610003	-0.56892	0.71529	CREB3L3
ENSG00000077463	19	4174106	4182601	34	13	617162	-0.43216	0.66719	SIRT6
ENSG00000089847	19	4183351	4224811	231	44	616803	-0.31423	0.62333	ANKRD24
ENSG00000105246	19	4229495	4237528	45	7	617127	-0.3371	0.63198	EBI3
ENSG00000105248	19	4247076	4269087	123	14	602859	-0.19162	0.57598	CCDC94
ENSG00000105251	19	4278598	4290721	64	18	589478	-0.4401	0.67007	SHD
ENSG00000167664	19	4292229	4302428	58	21	615559	-1.3506	0.91159	TMIGD2
ENSG00000105255	19	4304597	4323840	92	27	606697	-0.31737	0.62452	FSD1
ENSG00000178078	19	4324040	4342783	103	21	617659	-0.3242	0.62711	STAP2
ENSG00000008382	19	4343524	4360083	89	31	605713	0.56008	0.28771	MPND
ENSG00000141985	19	4360367	4400544	146	38	611938	1.6534	0.049128	SH3GL1
ENSG00000167670	19	4402659	4445015	165	30	613371	1.2492	0.10579	CHAF1A
ENSG00000167671	19	4444996	4457819	55	15	622235	0.28516	0.38776	UBXN6
ENSG00000167674	19	4472284	4502223	145	24	621882	0.0030695	0.49878	HDGFRP2
ENSG00000167676	19	4502204	4517716	88	30	602194	0.14472	0.44246	PLIN4
ENSG00000214456	19	4522543	4535236	65	18	608504	-0.59573	0.72432	PLIN5
ENSG00000267385	19	4528439	4540079	57	15	613952	-0.75262	0.77416	CTB-50L17.14
ENSG00000171236	19	4536421	4540486	15	10	620100	0.33077	0.37041	LRG1
ENSG00000167680	19	4542600	4559820	69	25	615541	-0.56309	0.71331	SEMA6B
ENSG00000185361	19	4639530	4655580	74	23	614681	2.5371	0.0055887	TNFAIP8L1
ENSG00000074842	19	4641386	4670382	150	24	618334	2.2065	0.013675	C19orf10
ENSG00000142002	19	4675236	4724685	181	50	608285	1.9609	0.024944	DPP9
ENSG00000141965	19	4791728	4795571	10	6	588025	0.94005	0.1736	FEM1A
ENSG00000127666	19	4815944	4831716	72	22	611764	0.62983	0.2644	TICAM1
ENSG00000105355	19	4838353	4867780	195	44	604676	1.5886	0.056081	PLIN3
ENSG00000205784	19	4890449	4902879	64	18	609510	0.46573	0.32071	ARRDC5
ENSG00000127663	19	4969125	5153606	883	70	603953	2.5407	0.0055322	KDM4B
ENSG00000105426	19	5158506	5340814	874	131	611827	1.0609	0.14437	PTPRS
ENSG00000105428	19	5455426	5456867	14	5	619880	-0.36413	0.64212	ZNRF4
ENSG00000130254	19	5587010	5624057	146	31	605993	-1.552	0.93967	SAFB2
ENSG00000160633	19	5623046	5668489	126	29	602490	0.24569	0.40296	SAFB
ENSG00000130255	19	5674958	5691887	48	20	593702	0.45898	0.32312	RPL36
ENSG00000174917	19	5678432	5680907	6	3	570896	-0.3909	0.65206	C19orf70
ENSG00000167733	19	5680615	5688533	15	10	586417	0.33674	0.36815	HSD11B1L
ENSG00000196365	19	5691845	5720583	125	29	606140	0.84732	0.19841	LONP1
ENSG00000174898	19	5720688	5778745	214	62	608462	-1.8225	0.96581	CATSPERD
ENSG00000212123	19	5782971	5784776	10	4	599444	-0.31703	0.62439	PRR22
ENSG00000267157	19	5784016	5785630	10	4	614711	-1.0797	0.85987	CTB-54O9.9
ENSG00000141994	19	5784843	5791249	43	13	609535	-0.81856	0.79348	DUS3L
ENSG00000171119	19	5823813	5828335	16	9	597679	-0.70177	0.75859	NRTN
ENSG00000156413	19	5830621	5839742	45	14	610577	1.6015	0.054638	FUT6
ENSG00000171124	19	5842899	5851485	37	12	604228	1.0587	0.14487	FUT3
ENSG00000130383	19	5865837	5903798	227	37	618739	2.6504	0.00402	FUT5
ENSG00000267740	19	5866182	5903798	224	36	618551	2.6511	0.0040113	AC024592.12
ENSG00000174886	19	5891287	5904017	70	19	617424	2.5678	0.0051174	NDUFA11
ENSG00000267314	19	5904852	5914718	46	12	612720	1.3415	0.089886	AC104532.2
ENSG00000187650	19	5904869	5910864	32	8	613456	1.0983	0.13604	VMAC
ENSG00000105519	19	5911718	5915888	19	9	599713	1.9823	0.023721	CAPS
ENSG00000031823	19	5916150	5978153	204	59	589754	4.1175	1.9149e-05	RANBP3
ENSG00000087903	19	5993175	6199583	968	65	602854	1.5643	0.058878	RFX2
ENSG00000130377	19	6135258	6193112	338	30	610354	0.8168	0.20702	ACSBG2
ENSG00000130382	19	6212966	6279959	320	33	603757	2.4591	0.0069651	MLLT1
ENSG00000167769	19	6306153	6333640	143	27	616187	-0.76662	0.77835	ACER1
ENSG00000125656	19	6361463	6368919	43	10	626651	-0.38347	0.64932	CLPP
ENSG00000125652	19	6372444	6375042	9	3	625389	-0.78007	0.78232	ALKBH7
ENSG00000125650	19	6375159	6379069	24	5	632802	-0.50963	0.69485	PSPN
ENSG00000125651	19	6379580	6393992	71	16	610848	0.25156	0.40069	GTF2F1
ENSG00000088247	19	6413359	6424805	55	10	615118	-0.44956	0.67349	KHSRP
ENSG00000181240	19	6426048	6433790	31	11	603933	-0.47877	0.68395	SLC25A41
ENSG00000125648	19	6436090	6465214	131	25	610062	-1.238	0.89215	SLC25A23
ENSG00000130545	19	6463788	6467232	13	7	599098	0.15404	0.43879	CRB3
ENSG00000205744	19	6467218	6482568	64	18	610464	-0.42428	0.66432	DENND1C
ENSG00000104833	19	6494330	6502859	31	17	610059	0.20627	0.41829	TUBB4A
ENSG00000125657	19	6531010	6535931	20	12	600887	-2.2304	0.98714	TNFSF9
ENSG00000125726	19	6583194	6604114	108	24	620360	0.12487	0.45031	CD70
ENSG00000125735	19	6663148	6670599	28	12	621576	-0.66474	0.74689	TNFSF14
ENSG00000125730	19	6677715	6730573	249	47	615064	-0.47646	0.68313	C3
ENSG00000125734	19	6729925	6737614	46	18	609474	0.40974	0.341	GPR108
ENSG00000125733	19	6737936	6751537	53	22	606279	0.93676	0.17444	TRIP10
ENSG00000125731	19	6752171	6767599	66	15	609973	-0.36972	0.6442	SH2D3A
ENSG00000141968	19	6772725	6857377	436	94	606820	-0.83408	0.79788	VAV1
ENSG00000174837	19	6887577	6940470	364	36	614698	0.71043	0.23872	EMR1
ENSG00000204752	19	7011514	7013338	13	4	623278	1.3575	0.087313	AC025278.1
ENSG00000130544	19	7069455	7087979	85	23	619005	0.72081	0.23551	ZNF557
ENSG00000171105	19	7112266	7294045	1109	131	609034	0.63097	0.26403	INSR
ENSG00000263264	19	7413848	7448271	192	25	608977	0.0067889	0.49729	CTB-133G6.1
ENSG00000268861	19	7445850	7535131	550	34	610977	2.3019	0.010669	CTD-2207O23.3
ENSG00000104880	19	7459999	7537363	510	31	611264	2.2713	0.011566	ARHGEF18
ENSG00000104883	19	7541761	7562335	125	26	616960	-0.20026	0.57936	PEX11G
ENSG00000198723	19	7557862	7573336	96	28	609716	-1.3884	0.91749	C19orf45
ENSG00000267952	19	7571938	7584508	51	15	612249	-1.9378	0.97367	CTD-2207O23.12
ENSG00000198816	19	7580178	7585912	15	7	615652	-1.6455	0.95007	ZNF358
ENSG00000090674	19	7587512	7598895	31	16	603591	-0.5513	0.70929	MCOLN1
ENSG00000268614	19	7598481	7604945	31	12	608528	-0.75293	0.77425	CTD-2207O23.10
ENSG00000032444	19	7598890	7626650	173	33	618780	-1.1004	0.86442	PNPLA6
ENSG00000076826	19	7660788	7683190	80	19	619956	1.5186	0.064431	CAMSAP3
ENSG00000076924	19	7684411	7694451	58	16	610040	1.1521	0.12464	XAB2
ENSG00000229833	19	7694623	7696842	14	5	594637	0.29573	0.38372	PET100
ENSG00000268400	19	7694682	7707934	66	12	604668	1.1255	0.1302	CTD-3214H19.4
ENSG00000174788	19	7696497	7698634	17	5	604891	0.40343	0.34332	PCP2
ENSG00000076944	19	7701767	7712759	51	17	608366	-0.005276	0.5021	STXBP2
ENSG00000104918	19	7733930	7735334	8	4	632802	-1.6871	0.95421	RETN
ENSG00000183019	19	7741514	7744712	18	12	604329	-1.3155	0.90584	C19orf59
ENSG00000269711	19	7743387	7747740	23	12	605468	-0.023782	0.50949	CTD-3214H19.16
ENSG00000181029	19	7745729	7747744	8	4	608986	0.14519	0.44228	TRAPPC5
ENSG00000104921	19	7753644	7767032	121	15	621697	0.81783	0.20673	FCER2
ENSG00000182566	19	7793843	7798792	37	14	600856	-0.39558	0.65379	CLEC4G
ENSG00000090659	19	7804879	7812464	55	10	573916	0.00018516	0.49993	CD209
ENSG00000104938	19	7828035	7834491	32	7	629233	0.5419	0.29394	CLEC4M
ENSG00000142459	19	7895119	7929862	132	28	616176	0.77306	0.21974	EVI5L
ENSG00000183248	19	7933605	7939326	16	7	608963	1.5577	0.059652	CTD-3193O13.9
ENSG00000171017	19	7953390	7966901	63	18	608567	0.7053	0.24031	LRRC8E
ENSG00000214248	19	7963689	7968427	18	8	608056	0.89165	0.18629	AC010336.1
ENSG00000076984	19	7968728	7979363	52	22	616671	0.99573	0.15969	MAP2K7
ENSG00000260001	19	7981030	7983982	6	4	601047	1.5389	0.061917	TGFBR3L
ENSG00000104976	19	7985201	7988135	8	5	624463	0.64259	0.26025	SNAPC2
ENSG00000178531	19	7989372	7991051	4	2	601849	-0.75467	0.77478	CTXN1
ENSG00000104980	19	7991603	8008805	94	16	612769	-0.042837	0.51708	TIMM44
ENSG00000066044	19	8023463	8070543	154	31	618201	-0.19503	0.57732	ELAVL1
ENSG00000131142	19	8117651	8127534	46	17	614243	-0.030313	0.51209	CCL25
ENSG00000142449	19	8130286	8214730	532	71	611440	-0.34647	0.63551	FBN3
ENSG00000090661	19	8271620	8327305	304	59	611484	0.80752	0.20968	CERS4
ENSG00000167775	19	8367011	8373240	49	8	617052	0.23302	0.40787	CD320
ENSG00000167774	19	8373167	8386263	51	10	619167	-0.1385	0.55508	NDUFA7
ENSG00000267855	19	8373490	8386280	49	9	621137	-0.12531	0.54986	NDUFA7
ENSG00000233927	19	8386042	8388224	15	7	624548	0.5218	0.3009	RPS28
ENSG00000186994	19	8387468	8408146	133	18	622771	0.66683	0.25244	KANK3
ENSG00000167772	19	8428173	8439257	29	11	602002	1.087	0.13852	ANGPTL4
ENSG00000185236	19	8454865	8469318	87	24	608288	0.35591	0.36095	RAB11B
ENSG00000099785	19	8478154	8503901	106	32	616444	0.63786	0.26178	MARCH2
ENSG00000099783	19	8509651	8553998	185	29	621057	0.53057	0.29786	HNRNPM
ENSG00000133246	19	8554940	8567996	50	18	613749	-0.46547	0.6792	PRAM1
ENSG00000133250	19	8575462	8579048	16	2	628632	-0.97375	0.83491	ZNF414
ENSG00000142347	19	8585674	8642461	309	52	615191	-0.64152	0.73941	MYO1F
ENSG00000142303	19	8645126	8675620	117	45	597525	-0.25662	0.60126	ADAMTS10
ENSG00000181786	19	8807751	8809172	4	2	589979	-0.012623	0.50504	ACTL9
ENSG00000181733	19	8841316	8842371	4	2	601849	0.13538	0.44616	OR2Z1
ENSG00000167785	19	8920380	8943004	94	20	610711	-1.5374	0.93791	ZNF558
ENSG00000170948	19	8943074	8954016	33	14	605361	-0.60304	0.72676	MBD3L1
ENSG00000181143	19	8959520	9092018	662	67	609824	-0.91568	0.82008	MUC16
ENSG00000170929	19	9203855	9204889	2	1	632802	-0.21272	0.58423	OR1M1
ENSG00000170923	19	9212945	9213982	4	1	632802	-0.26639	0.60503	OR7G2
ENSG00000161807	19	9225274	9226439	7	3	615114	-0.18006	0.57145	OR7G1
ENSG00000170920	19	9236688	9237626	5	2	606116	-0.20147	0.57983	OR7G3
ENSG00000130803	19	9251056	9274100	120	16	608916	-1.3575	0.91269	ZNF317
ENSG00000188000	19	9296279	9299493	11	7	599249	0.20919	0.41715	OR7D2
ENSG00000174667	19	9324526	9325542	5	3	609963	0.43288	0.33255	OR7D4
ENSG00000237521	19	9361606	9362820	8	4	608078	0.068384	0.47274	OR7E24
ENSG00000196110	19	9404951	9420514	52	14	611188	1.5998	0.054819	ZNF699
ENSG00000188321	19	9434448	9461838	107	21	600951	1.989	0.023353	ZNF559
ENSG00000270011	19	9434850	9493293	236	29	606850	1.864	0.031164	ZNF559-ZNF177
ENSG00000188629	19	9435021	9493293	233	29	606802	1.8693	0.030792	ZNF177
ENSG00000174652	19	9523272	9546254	117	10	615797	1.9602	0.024987	ZNF266
ENSG00000198028	19	9577183	9609283	122	10	619919	2.4588	0.0069694	ZNF560
ENSG00000130818	19	9638667	9649303	32	8	606589	2.2031	0.013793	ZNF426
ENSG00000197961	19	9671029	9695209	76	9	615393	2.591	0.0047844	ZNF121
ENSG00000171469	19	9715356	9732075	67	17	603255	2.2082	0.013615	ZNF561
ENSG00000267106	19	9731967	9756572	71	17	613498	2.2228	0.013115	C19orf82
ENSG00000171466	19	9759330	9785776	101	22	603891	2.145	0.015978	ZNF562
ENSG00000224689	19	9800600	9811452	65	12	610950	2.6629	0.0038736	ZNF812
ENSG00000196605	19	9862669	9903856	118	23	612948	1.8578	0.0316	ZNF846
ENSG00000127452	19	9920943	9938492	43	12	611752	0.27317	0.39236	FBXL12
ENSG00000198258	19	9938568	9940791	1	1	632802	-0.27151	0.607	UBL5
ENSG00000127445	19	9945933	9960358	54	20	598958	1.3329	0.091288	PIN1
ENSG00000105088	19	9964394	10047228	366	48	601295	0.87661	0.19035	OLFM2
ENSG00000080573	19	10070237	10121147	354	48	617529	0.2862	0.38736	COL5A3
ENSG00000080511	19	10123925	10132955	52	10	625474	-2.078	0.98114	RDH8
ENSG00000130813	19	10196798	10203928	13	6	609362	0.47315	0.31805	C19orf66
ENSG00000130812	19	10203014	10213472	31	15	601749	-1.4476	0.92613	ANGPTL6
ENSG00000243207	19	10216899	10225456	46	16	604010	-0.55312	0.70991	PPAN-P2RY11
ENSG00000130810	19	10216965	10225414	46	16	604010	-0.55312	0.70991	PPAN
ENSG00000244165	19	10222214	10226048	24	11	606607	-1.66	0.95154	P2RY11
ENSG00000130811	19	10225693	10230596	20	8	604223	-0.27304	0.60759	EIF3G
ENSG00000130816	19	10244021	10341962	388	48	595667	-0.6712	0.74895	DNMT1
ENSG00000267534	19	10334520	10341948	23	10	604836	-0.28395	0.61177	S1PR2
ENSG00000105364	19	10362577	10370721	30	12	610662	0.26399	0.3959	MRPL4
ENSG00000090339	19	10381511	10397291	66	31	597858	1.2068	0.11376	ICAM1
ENSG00000105371	19	10397643	10399198	4	2	539942	1.1625	0.12251	ICAM4
ENSG00000105376	19	10400657	10407454	25	7	629734	1.3119	0.09477	ICAM5
ENSG00000220201	19	10415479	10420556	17	9	613158	-0.69798	0.75741	ZGLP1
ENSG00000167807	19	10416103	10426685	46	14	620009	-0.50268	0.69241	CTD-2369P2.10
ENSG00000267673	19	10416103	10426691	46	14	620009	-0.50268	0.69241	FDX1L
ENSG00000267303	19	10426147	10431354	20	9	617566	-0.41416	0.66062	CTD-2369P2.12
ENSG00000161847	19	10426888	10444316	73	19	612699	-0.063421	0.52528	RAVER1
ENSG00000076662	19	10444452	10450499	42	8	599679	-0.54553	0.7073	ICAM3
ENSG00000105397	19	10461209	10491352	120	27	605492	-0.31793	0.62473	TYK2
ENSG00000105401	19	10501810	10530797	91	20	602147	0.82316	0.20521	CDC37
ENSG00000065989	19	10527449	10580305	158	28	592217	0.13917	0.44466	PDE4A
ENSG00000079999	19	10596796	10614417	64	15	608986	1.9271	0.026982	KEAP1
ENSG00000180739	19	10623623	10628607	24	12	601243	-0.41877	0.66231	S1PR5
ENSG00000130734	19	10654571	10664094	40	16	616903	1.6575	0.048709	ATG4D
